index,Gene symbol,HGNC ID,UniProt
1855,C5orf52,HGNC:35121,A6NGY3
1856,C5orf58,HGNC:37272,C9J3I9
1857,C5orf60,HGNC:27753,A6NFR6
1858,C5orf63,HGNC:40051,A6NC05
1859,C6,HGNC:1339,P13671
1860,C6orf15,HGNC:13927,Q6UXA7
1861,C6orf47,HGNC:19076,O95873
1862,C6orf52,HGNC:20881,Q5T4I8
1863,C6orf58,HGNC:20960,Q6P5S2
1864,C6orf62,HGNC:20998,Q9GZU0
1865,C6orf89,HGNC:21114,Q6UWU4
1866,C6orf118,HGNC:21233,Q5T5N4
1867,C6orf120,HGNC:21247,Q7Z4R8
1868,C6orf132,HGNC:21288,Q5T0Z8
1869,C6orf136,HGNC:21301,Q5SQH8
1870,C6orf141,HGNC:21351,Q5SZD1
1871,C6orf163,HGNC:21403,Q5TEZ5
1872,C6orf226,HGNC:34431,Q5I0X4
1873,C7,HGNC:1346,P10643
1874,C7orf25,HGNC:21703,Q9BPX7
1875,C7orf33,HGNC:21724,Q8WU49
1876,C7orf50,HGNC:22421,Q9BRJ6
1877,C7orf57,HGNC:22247,Q8NEG2
1878,C7orf78,HGNC:55185,[2]
1879,C8A,HGNC:1352,P07357
1880,C8B,HGNC:1353,P07358
1881,C8G,HGNC:1354,P07360
1882,C8orf33,HGNC:26104,Q9H7E9
1883,C8orf34,HGNC:30905,Q49A92
1884,C8orf48,HGNC:26345,Q96LL4
1885,C8orf58,HGNC:32233,Q8NAV2
1886,C8orf74,HGNC:32296,Q6P047
1887,C8orf76,HGNC:25924,Q96K31
1888,C8orf82,HGNC:33826,Q6P1X6
1889,C8orf88,HGNC:44672,P0DMB2
1890,C8orf89,HGNC:51258,P0DMQ9
1891,C8orf90,HGNC:56305,A0A2R8Y2Y2
1892,C9,HGNC:1358,P02748
1893,C9orf40,HGNC:23433,Q8IXQ3
1894,C9orf43,HGNC:23570,Q8TAL5
1895,C9orf50,HGNC:23677,Q5SZB4
1896,C9orf57,HGNC:27037,Q5W0N0
1897,C9orf72,HGNC:28337,Q96LT7
1898,C9orf78,HGNC:24932,Q9NZ63
1899,C9orf85,HGNC:28784,Q96MD7
1900,C9orf152,HGNC:31455,Q5JTZ5
1901,C9orf153,HGNC:31456,Q5TBE3
1902,C10orf53,HGNC:27421,Q8N6V4
1903,C10orf62,HGNC:23294,Q5T681
1904,C10orf67,HGNC:28716,Q8IYJ2
1905,C10orf71,HGNC:26973,Q711Q0
1906,C10orf88,HGNC:25822,Q9H8K7
1907,C10orf90,HGNC:26563,Q96M02
1908,C10orf95,HGNC:25880,Q9H7T3
1909,C10orf105,HGNC:20304,Q8TEF2
1910,C10orf120,HGNC:25707,Q5SQS8
1911,C10orf126,HGNC:28693,Q8N4M7
1912,C10orf143,HGNC:48677,A0A1B0GUT2
1913,C11orf16,HGNC:1169,Q9NQ32
1914,C11orf21,HGNC:13231,Q9P2W6
1915,C11orf24,HGNC:1174,Q96F05
1916,C11orf42,HGNC:28541,Q8N5U0
1917,C11orf52,HGNC:30531,Q96A22
1918,C11orf54,HGNC:30204,Q9H0W9
1919,C11orf58,HGNC:16990,O00193
1920,C11orf65,HGNC:28519,Q8NCR3
1921,C11orf68,HGNC:28801,Q9H3H3
1922,C11orf71,HGNC:25937,Q6IPW1
1923,C11orf86,HGNC:34442,A6NJI1
1924,C11orf87,HGNC:33788,Q6NUJ2
1925,C11orf91,HGNC:34444,Q3C1V1
1926,C11orf96,HGNC:38675,Q7Z7L8
1927,C11orf97,HGNC:49544,A0A1B0GVM6
1928,C11orf98,HGNC:51238,E9PRG8
1929,C12orf42,HGNC:24729,Q96LP6
1930,C12orf43,HGNC:25719,Q96C57
1931,C12orf50,HGNC:26665,Q8NA57
1932,C12orf54,HGNC:28553,Q6X4T0
1933,C12orf56,HGNC:26967,Q8IXR9
1934,C12orf57,HGNC:29521,Q99622
1935,C12orf60,HGNC:28726,Q5U649
1936,C12orf71,HGNC:34452,A8MTZ7
1937,C12orf75,HGNC:35164,Q8TAD7
1938,C12orf76,HGNC:33790,Q8N812
1939,C13orf42,HGNC:42693,A0A1B0GVH6
1940,C13orf46,HGNC:53786,A0A1B0GUA9
1941,C14orf28,HGNC:19834,Q4W4Y0
1942,C14orf39,HGNC:19849,Q8N1H7
1943,C14orf93,HGNC:20162,Q9H972
1944,C14orf119,HGNC:20270,Q9NWQ9
1945,C14orf132,HGNC:20346,Q9NPU4
1946,C14orf178,HGNC:26385,Q8N769
1947,C14orf180,HGNC:33795,Q8N912
1948,C15orf39,HGNC:24497,Q6ZRI6
1949,C15orf40,HGNC:28443,Q8WUR7
1950,C15orf48,HGNC:29898,Q9C002
1951,C15orf61,HGNC:34453,A6NNL5
1952,C15orf62,HGNC:34489,A8K5M9
1953,C16orf46,HGNC:26525,Q6P387
1954,C16orf54,HGNC:26649,Q6UWD8
1955,C16orf74,HGNC:23362,Q96GX8
1956,C16orf78,HGNC:28479,Q8WTQ4
1957,C16orf82,HGNC:30755,Q7Z2V1
1958,C16orf86,HGNC:33755,Q6ZW13
1959,C16orf87,HGNC:33754,Q6PH81
1960,C16orf89,HGNC:28687,Q6UX73
1961,C16orf90,HGNC:34455,A8MZG2
1962,C16orf92,HGNC:26346,Q96LL3
1963,C16orf95,HGNC:40033,Q9H693
1964,C16orf96,HGNC:40031,A6NNT2
1965,C17orf49,HGNC:28737,Q8IXM2
1966,C17orf50,HGNC:29581,Q8WW18
1967,C17orf58,HGNC:27568,Q2M2W7
1968,C17orf67,HGNC:27900,Q0P5P2
1969,C17orf75,HGNC:30173,Q9HAS0
1970,C17orf78,HGNC:26831,Q8N4C9
1971,C17orf99,HGNC:34490,Q6UX52
1972,C17orf100,HGNC:34494,A8MU93
1973,C17orf107,HGNC:37238,Q6ZR85
1974,C17orf113,HGNC:53437,A0A1B0GUU1
1975,C17orf114,HGNC:55343,A0A1B0GUV1
1976,C18orf21,HGNC:28802,Q32NC0
1977,C18orf32,HGNC:31690,Q8TCD1
1978,C18orf54,HGNC:13796,Q8IYD9
1979,C18orf63,HGNC:40037,Q68DL7
1980,C19orf12,HGNC:25443,Q9NSK7
1981,C19orf18,HGNC:28642,Q8NEA5
1982,C19orf25,HGNC:26711,Q9UFG5
1983,C19orf33,HGNC:16668,Q9GZP8
1984,C19orf38,HGNC:34073,A8MVS5
1985,C19orf44,HGNC:26141,Q9H6X5
1986,C19orf47,HGNC:26723,Q8N9M1
1987,C19orf53,HGNC:24991,Q9UNZ5
1988,C19orf67,HGNC:34354,A6NJJ6
1989,C19orf73,HGNC:25534,Q9NVV2
1990,C19orf81,HGNC:40041,C9J6K1
1991,C19orf84,HGNC:27112,I3L1E1
1992,C19orf85,HGNC:53653,A0A1B0GUS0
1993,C20orf96,HGNC:16227,Q9NUD7
1994,C20orf141,HGNC:16134,Q9NUB4
1995,C20orf144,HGNC:16137,Q9BQM9
1996,C20orf173,HGNC:16166,Q96LM9
1997,C20orf202,HGNC:37254,A1L168
1998,C20orf203,HGNC:26592,Q8NBC4
1999,C20orf204,HGNC:27655,A0A1B0GTL2
2000,C21orf58,HGNC:1300,P58505
2001,C21orf91,HGNC:16459,Q9NYK6
2002,C21orf140,HGNC:39602,B9A014
2003,C22orf15,HGNC:15558,Q8WYQ4
2004,C22orf23,HGNC:18589,Q9BZE7
2005,C22orf31,HGNC:26931,O95567
2006,C22orf39,HGNC:27012,Q6P5X5
2007,C22orf42,HGNC:27160,Q6IC83
2008,CA1,HGNC:1368,P00915
2009,CA2,HGNC:1373,P00918
2010,CA3,HGNC:1374,P07451
2011,CA4,HGNC:1375,P22748
2012,CA5A,HGNC:1377,P35218
2013,CA5B,HGNC:1378,Q9Y2D0
2014,CA6,HGNC:1380,P23280
2015,CA7,HGNC:1381,P43166
2016,CA8,HGNC:1382,P35219
2017,CA9,HGNC:1383,Q16790
2018,CA10,HGNC:1369,Q9NS85
2019,CA11,HGNC:1370,O75493
2020,CA12,HGNC:1371,O43570
2021,CA13,HGNC:14914,Q8N1Q1
2022,CA14,HGNC:1372,Q9ULX7
2023,CAAP1,HGNC:25834,Q9H8G2
2024,CAB39,HGNC:20292,Q9Y376
2025,CAB39L,HGNC:20290,Q9H9S4
2026,CABCOCO1,HGNC:28678,Q8IVU9
2027,CABIN1,HGNC:24187,Q9Y6J0
2028,CABLES1,HGNC:25097,Q8TDN4
2029,CABLES2,HGNC:16143,Q9BTV7
2030,CABP1,HGNC:1384,Q9NZU7
2031,CABP2,HGNC:1385,Q9NPB3
2032,CABP4,HGNC:1386,P57796
2033,CABP5,HGNC:13714,Q9NP86
2034,CABP7,HGNC:20834,Q86V35
2035,CABS1,HGNC:30710,Q96KC9
2036,CABYR,HGNC:15569,O75952
2037,CACFD1,HGNC:1365,Q9UGQ2
2038,CACHD1,HGNC:29314,Q5VU97
2039,CACNA1A,HGNC:1388,O00555
2040,CACNA1B,HGNC:1389,Q00975
2041,CACNA1C,HGNC:1390,Q13936
2042,CACNA1D,HGNC:1391,Q01668
2043,CACNA1E,HGNC:1392,Q15878
2044,CACNA1F,HGNC:1393,O60840
2045,CACNA1G,HGNC:1394,O43497
2046,CACNA1H,HGNC:1395,O95180
2047,CACNA1I,HGNC:1396,Q9P0X4
2048,CACNA1S,HGNC:1397,Q13698
2049,CACNA2D1,HGNC:1399,P54289
2050,CACNA2D2,HGNC:1400,Q9NY47
2051,CACNA2D3,HGNC:15460,Q8IZS8
2052,CACNA2D4,HGNC:20202,Q7Z3S7
2053,CACNB1,HGNC:1401,Q02641
2054,CACNB2,HGNC:1402,Q08289
2055,CACNB3,HGNC:1403,P54284
2056,CACNB4,HGNC:1404,O00305
2057,CACNG1,HGNC:1405,Q06432
2058,CACNG2,HGNC:1406,Q9Y698
2059,CACNG3,HGNC:1407,O60359
2060,CACNG4,HGNC:1408,Q9UBN1
2061,CACNG5,HGNC:1409,Q9UF02
2062,CACNG6,HGNC:13625,Q9BXT2
2063,CACNG7,HGNC:13626,P62955
2064,CACNG8,HGNC:13628,Q8WXS5
2065,CACTIN,HGNC:29938,Q8WUQ7
2066,CACUL1,HGNC:23727,Q86Y37
2067,CACYBP,HGNC:30423,Q9HB71
2068,CAD,HGNC:1424,P27708
2069,CADM1,HGNC:5951,Q9BY67
2070,CADM2,HGNC:29849,Q8N3J6
2071,CADM3,HGNC:17601,Q8N126
2072,CADM4,HGNC:30825,Q8NFZ8
2073,CADPS,HGNC:1426,Q9ULU8
2074,CADPS2,HGNC:16018,Q86UW7
2075,CAGE1,HGNC:21622,Q8TC20
2076,CALB1,HGNC:1434,P05937
2077,CALB2,HGNC:1435,P22676
2078,CALCA,HGNC:1437,P01258
,,,P06881
2079,CALCB,HGNC:1438,P10092
2080,CALCOCO1,HGNC:29306,Q9P1Z2
2081,CALCOCO2,HGNC:29912,Q13137
2082,CALCR,HGNC:1440,P30988
2083,CALCRL,HGNC:16709,Q16602
2084,CALD1,HGNC:1441,Q05682
2085,CALHM1,HGNC:23494,Q8IU99
2086,CALHM2,HGNC:23493,Q9HA72
2087,CALHM3,HGNC:23458,Q86XJ0
2088,CALHM4,HGNC:21094,Q5JW98
2089,CALHM5,HGNC:21568,Q8N5C1
2090,CALHM6,HGNC:33391,Q5R3K3
2091,CALM1,HGNC:1442,P0DP23
2092,CALM2,HGNC:1445,P0DP24
2093,CALM3,HGNC:1449,P0DP25
2094,CALML3,HGNC:1452,P27482
2095,CALML4,HGNC:18445,Q96GE6
2096,CALML5,HGNC:18180,Q9NZT1
2097,CALML6,HGNC:24193,Q8TD86
2098,CALN1,HGNC:13248,Q9BXU9
2099,CALR,HGNC:1455,P27797
2100,CALR3,HGNC:20407,Q96L12
2101,CALU,HGNC:1458,O43852
2102,CALY,HGNC:17938,Q9NYX4
2103,CAMK1,HGNC:1459,Q14012
2104,CAMK1D,HGNC:19341,Q8IU85
2105,CAMK1G,HGNC:14585,Q96NX5
2106,CAMK2A,HGNC:1460,Q9UQM7
2107,CAMK2B,HGNC:1461,Q13554
2108,CAMK2D,HGNC:1462,Q13557
2109,CAMK2G,HGNC:1463,Q13555
2110,CAMK2N1,HGNC:24190,Q7Z7J9
2111,CAMK2N2,HGNC:24197,Q96S95
2112,CAMK4,HGNC:1464,Q16566
2113,CAMKK1,HGNC:1469,Q8N5S9
2114,CAMKK2,HGNC:1470,Q96RR4
2115,CAMKMT,HGNC:26276,Q7Z624
2116,CAMKV,HGNC:28788,Q8NCB2
2117,CAMLG,HGNC:1471,P49069
2118,CAMP,HGNC:1472,P49913
2119,CAMSAP1,HGNC:19946,Q5T5Y3
2120,CAMSAP2,HGNC:29188,Q08AD1
2121,CAMSAP3,HGNC:29307,Q9P1Y5
2122,CAMTA1,HGNC:18806,Q9Y6Y1
2123,CAMTA2,HGNC:18807,O94983
2124,CAND1,HGNC:30688,Q86VP6
2125,CAND2,HGNC:30689,O75155
2126,CANT1,HGNC:19721,Q8WVQ1
2127,CANX,HGNC:1473,P27824
2128,CAP1,HGNC:20040,Q01518
2129,CAP2,HGNC:20039,P40123
2130,CAPG,HGNC:1474,P40121
2131,CAPN1,HGNC:1476,P07384
2132,CAPN2,HGNC:1479,P17655
2133,CAPN3,HGNC:1480,P20807
2134,CAPN5,HGNC:1482,O15484
2135,CAPN6,HGNC:1483,Q9Y6Q1
2136,CAPN7,HGNC:1484,Q9Y6W3
2137,CAPN8,HGNC:1485,A6NHC0
2138,CAPN9,HGNC:1486,O14815
2139,CAPN10,HGNC:1477,Q9HC96
2140,CAPN11,HGNC:1478,Q9UMQ6
2141,CAPN12,HGNC:13249,Q6ZSI9
2142,CAPN13,HGNC:16663,Q6MZZ7
2143,CAPN14,HGNC:16664,A8MX76
2144,CAPN15,HGNC:11182,O75808
2145,CAPNS1,HGNC:1481,P04632
2146,CAPNS2,HGNC:16371,Q96L46
2147,CAPRIN1,HGNC:6743,Q14444
2148,CAPRIN2,HGNC:21259,Q6IMN6
2149,CAPS,HGNC:1487,Q13938
2150,CAPS2,HGNC:16471,Q9BXY5
2151,CAPSL,HGNC:28375,Q8WWF8
2152,CAPZA1,HGNC:1488,P52907
2153,CAPZA2,HGNC:1490,P47755
2154,CAPZA3,HGNC:24205,Q96KX2
2155,CAPZB,HGNC:1491,P47756
2156,CARD6,HGNC:16394,Q9BX69
2157,CARD8,HGNC:17057,Q9Y2G2
2158,CARD9,HGNC:16391,Q9H257
2159,CARD10,HGNC:16422,Q9BWT7
2160,CARD11,HGNC:16393,Q9BXL7
2161,CARD14,HGNC:16446,Q9BXL6
2162,CARD16,HGNC:33701,Q5EG05
2163,CARD18,HGNC:28861,P57730
2164,CARD19,HGNC:28148,Q96LW7
2165,CARF,HGNC:14435,Q8N187
2166,CARHSP1,HGNC:17150,Q9Y2V2
2167,CARM1,HGNC:23393,Q86X55
2168,CARMIL1,HGNC:21581,Q5VZK9
2169,CARMIL2,HGNC:27089,Q6F5E8
2170,CARMIL3,HGNC:20272,Q8ND23
2171,CARNMT1,HGNC:23435,Q8N4J0
2172,CARNS1,HGNC:29268,A5YM72
2173,CARS1,HGNC:1493,P49589
2174,CARS2,HGNC:25695,Q9HA77
2175,CARTPT,HGNC:24323,Q16568
2176,CASC3,HGNC:17040,O15234
2177,CASD1,HGNC:16014,Q96PB1
2178,CASK,HGNC:1497,O14936
2179,CASKIN1,HGNC:20879,Q8WXD9
2180,CASKIN2,HGNC:18200,Q8WXE0
2181,CASP1,HGNC:1499,P29466
2182,CASP2,HGNC:1503,P42575
2183,CASP3,HGNC:1504,P42574
2184,CASP4,HGNC:1505,P49662
2185,CASP5,HGNC:1506,P51878
2186,CASP6,HGNC:1507,P55212
2187,CASP7,HGNC:1508,P55210
2188,CASP8,HGNC:1509,Q14790
2189,CASP8AP2,HGNC:1510,Q9UKL3
2190,CASP9,HGNC:1511,P55211
2191,CASP10,HGNC:1500,Q92851
2192,CASP12,HGNC:19004,Q6UXS9
2193,CASP14,HGNC:1502,P31944
2194,CASQ1,HGNC:1512,P31415
2195,CASQ2,HGNC:1513,O14958
2196,CASR,HGNC:1514,P41180
2197,CASS4,HGNC:15878,Q9NQ75
2198,CAST,HGNC:1515,P20810
2199,CASTOR1,HGNC:34423,Q8WTX7
2200,CASTOR2,HGNC:37073,A6NHX0
2201,CASZ1,HGNC:26002,Q86V15
2202,CAT,HGNC:1516,P04040
2203,CATIP,HGNC:25062,Q7Z7H3
2204,CATSPER1,HGNC:17116,Q8NEC5
2205,CATSPER2,HGNC:18810,Q96P56
2206,CATSPER3,HGNC:20819,Q86XQ3
2207,CATSPER4,HGNC:23220,Q7RTX7
2208,CATSPERB,HGNC:20500,Q9H7T0
2209,CATSPERD,HGNC:28598,Q86XM0
2210,CATSPERE,HGNC:28491,Q5SY80
2211,CATSPERG,HGNC:25243,Q6ZRH7
2212,CATSPERZ,HGNC:19231,Q9NTU4
2213,CAV1,HGNC:1527,Q03135
2214,CAV2,HGNC:1528,P51636
2215,CAV3,HGNC:1529,P56539
2216,CAVIN1,HGNC:9688,Q6NZI2
2217,CAVIN2,HGNC:10690,O95810
2218,CAVIN3,HGNC:9400,Q969G5
2219,CAVIN4,HGNC:33742,Q5BKX8
2220,CBARP,HGNC:28617,Q8N350
2221,CBFA2T2,HGNC:1536,O43439
2222,CBFA2T3,HGNC:1537,O75081
2223,CBFB,HGNC:1539,Q13951
2224,CBL,HGNC:1541,P22681
2225,CBLB,HGNC:1542,Q13191
2226,CBLC,HGNC:15961,Q9ULV8
2227,CBLIF,HGNC:4268,P27352
2228,CBLL1,HGNC:21225,Q75N03
2229,CBLL2,HGNC:26371,Q8N7E2
2230,CBLN1,HGNC:1543,P23435
2231,CBLN2,HGNC:1544,Q8IUK8
2232,CBLN3,HGNC:20146,Q6UW01
2233,CBLN4,HGNC:16231,Q9NTU7
2234,CBR1,HGNC:1548,P16152
2235,CBR3,HGNC:1549,O75828
2236,CBR4,HGNC:25891,Q8N4T8
2237,CBS,HGNC:1550,P35520
2238,CBX1,HGNC:1551,P83916
2239,CBX2,HGNC:1552,Q14781
2240,CBX3,HGNC:1553,Q13185
2241,CBX4,HGNC:1554,O00257
2242,CBX5,HGNC:1555,P45973
2243,CBX6,HGNC:1556,O95503
2244,CBX7,HGNC:1557,O95931
2245,CBX8,HGNC:15962,Q9HC52
2246,CBY1,HGNC:1307,Q9Y3M2
2247,CBY2,HGNC:30720,Q8NA61
2248,CBY3,HGNC:33278,A6NI87
2249,CC2D1A,HGNC:30237,Q6P1N0
2250,CC2D1B,HGNC:29386,Q5T0F9
2251,CC2D2A,HGNC:29253,Q9P2K1
2252,CC2D2B,HGNC:31666,Q6DHV5
2253,CCAR1,HGNC:24236,Q8IX12
2254,CCAR2,HGNC:23360,Q8N163
2255,CCBE1,HGNC:29426,Q6UXH8
2256,CCDC3,HGNC:23813,Q9BQI4
2257,CCDC6,HGNC:18782,Q16204
2258,CCDC7,HGNC:26533,Q96M83
2259,CCDC8,HGNC:25367,Q9H0W5
2260,CCDC9,HGNC:24560,Q9Y3X0
2261,CCDC9B,HGNC:33488,Q6ZUT6
2262,CCDC12,HGNC:28332,Q8WUD4
2263,CCDC13,HGNC:26358,Q8IYE1
2264,CCDC14,HGNC:25766,Q49A88
2265,CCDC15,HGNC:25798,Q0P6D6
2266,CCDC17,HGNC:26574,Q96LX7
2267,CCDC18,HGNC:30370,Q5T9S5
2268,CCDC22,HGNC:28909,O60826
2269,CCDC24,HGNC:28688,Q8N4L8
2270,CCDC25,HGNC:25591,Q86WR0
2271,CCDC27,HGNC:26546,Q2M243
2272,CCDC28A,HGNC:21098,Q8IWP9
2273,CCDC28B,HGNC:28163,Q9BUN5
2274,CCDC30,HGNC:26103,Q5VVM6
2275,CCDC32,HGNC:28295,Q9BV29
2276,CCDC33,HGNC:26552,Q8N5R6
2277,CCDC34,HGNC:25079,Q96HJ3
2278,CCDC38,HGNC:26843,Q502W7
2279,CCDC39,HGNC:25244,Q9UFE4
2280,CCDC40,HGNC:26090,Q4G0X9
2281,CCDC42,HGNC:26528,Q96M95
2282,CCDC43,HGNC:26472,Q96MW1
2283,CCDC47,HGNC:24856,Q96A33
2284,CCDC50,HGNC:18111,Q8IVM0
2285,CCDC51,HGNC:25714,Q96ER9
2286,CCDC54,HGNC:30703,Q8NEL0
2287,CCDC57,HGNC:27564,Q2TAC2
2288,CCDC59,HGNC:25005,Q9P031
2289,CCDC60,HGNC:28610,Q8IWA6
2290,CCDC61,HGNC:33629,Q9Y6R9
2291,CCDC62,HGNC:30723,Q6P9F0
2292,CCDC63,HGNC:26669,Q8NA47
2293,CCDC65,HGNC:29937,Q8IXS2
2294,CCDC66,HGNC:27709,A2RUB6
2295,CCDC68,HGNC:24350,Q9H2F9
2296,CCDC69,HGNC:24487,A6NI79
2297,CCDC70,HGNC:25303,Q6NSX1
2298,CCDC71,HGNC:25760,Q8IV32
2299,CCDC71L,HGNC:26685,Q8N9Z2
2300,CCDC73,HGNC:23261,Q6ZRK6
2301,CCDC74A,HGNC:25197,Q96AQ1
2302,CCDC74B,HGNC:25267,Q96LY2
2303,CCDC77,HGNC:28203,Q9BR77
2304,CCDC78,HGNC:14153,A2IDD5
2305,CCDC80,HGNC:30649,Q76M96
2306,CCDC81,HGNC:26281,Q6ZN84
2307,CCDC82,HGNC:26282,Q8N4S0
2308,CCDC83,HGNC:28535,Q8IWF9
2309,CCDC85A,HGNC:29400,Q96PX6
2310,CCDC85B,HGNC:24926,Q15834
2311,CCDC85C,HGNC:35459,A6NKD9
2312,CCDC86,HGNC:28359,Q9H6F5
2313,CCDC87,HGNC:25579,Q9NVE4
2314,CCDC88A,HGNC:25523,Q3V6T2
2315,CCDC88B,HGNC:26757,A6NC98
2316,CCDC88C,HGNC:19967,Q9P219
2317,CCDC89,HGNC:26762,Q8N998
2318,CCDC90B,HGNC:28108,Q9GZT6
2319,CCDC91,HGNC:24855,Q7Z6B0
2320,CCDC92,HGNC:29563,Q53HC0
2321,CCDC92B,HGNC:52279,A0A8I5KY20
2322,CCDC93,HGNC:25611,Q567U6
2323,CCDC97,HGNC:28289,Q96F63
2324,CCDC102A,HGNC:28097,Q96A19
2325,CCDC102B,HGNC:26295,Q68D86
2326,CCDC103,HGNC:32700,Q8IW40
2327,CCDC106,HGNC:30181,Q9BWC9
2328,CCDC107,HGNC:28465,Q8WV48
2329,CCDC110,HGNC:28504,Q8TBZ0
2330,CCDC112,HGNC:28599,Q8NEF3
2331,CCDC115,HGNC:28178,Q96NT0
2332,CCDC116,HGNC:26688,Q8IYX3
2333,CCDC117,HGNC:26599,Q8IWD4
2334,CCDC120,HGNC:28910,Q96HB5
2335,CCDC121,HGNC:25833,Q6ZUS5
2336,CCDC122,HGNC:26478,Q5T0U0
2337,CCDC124,HGNC:25171,Q96CT7
2338,CCDC125,HGNC:28924,Q86Z20
2339,CCDC126,HGNC:22398,Q96EE4
2340,CCDC127,HGNC:30520,Q96BQ5
2341,CCDC134,HGNC:26185,Q9H6E4
2342,CCDC136,HGNC:22225,Q96JN2
2343,CCDC137,HGNC:33451,Q6PK04
2344,CCDC138,HGNC:26531,Q96M89
2345,CCDC141,HGNC:26821,Q6ZP82
2346,CCDC142,HGNC:25889,Q17RM4
2347,CCDC144A,HGNC:29072,A2RUR9
2348,CCDC146,HGNC:29296,Q8IYE0
2349,CCDC148,HGNC:25191,Q8NFR7
2350,CCDC149,HGNC:25405,Q6ZUS6
2351,CCDC150,HGNC:26834,Q8NCX0
2352,CCDC152,HGNC:34438,Q4G0S7
2353,CCDC154,HGNC:34454,A6NI56
2354,CCDC157,HGNC:33854,Q569K6
2355,CCDC158,HGNC:26374,Q5M9N0
2356,CCDC159,HGNC:26996,P0C7I6
2357,CCDC160,HGNC:37286,A6NGH7
2358,CCDC163,HGNC:27003,A0A0D9SF12
2359,CCDC166,HGNC:41910,P0CW27
2360,CCDC167,HGNC:21239,Q9P0B6
2361,CCDC168,HGNC:26851,Q8NDH2
2362,CCDC169,HGNC:34361,A6NNP5
2363,CCDC170,HGNC:21177,Q8IYT3
2364,CCDC171,HGNC:29828,Q6TFL3
2365,CCDC172,HGNC:30524,P0C7W6
2366,CCDC174,HGNC:28033,Q6PII3
2367,CCDC175,HGNC:19847,P0C221
2368,CCDC177,HGNC:23243,Q9NQR7
2369,CCDC178,HGNC:29588,Q5BJE1
2370,CCDC179,HGNC:44653,H3BU77
2371,CCDC180,HGNC:29303,Q9P1Z9
2372,CCDC181,HGNC:28051,Q5TID7
2373,CCDC182,HGNC:49392,A6NF36
2374,CCDC183,HGNC:28236,Q5T5S1
2375,CCDC184,HGNC:33749,Q52MB2
2376,CCDC185,HGNC:26654,Q8N715
2377,CCDC186,HGNC:24349,Q7Z3E2
2378,CCDC187,HGNC:30942,A0A096LP49
2379,CCDC188,HGNC:51899,H7C350
2380,CCDC190,HGNC:28736,Q86UF4
2381,CCDC191,HGNC:29272,Q8NCU4
2382,CCDC192,HGNC:49566,P0DO97
2383,CCDC194,HGNC:53438,A0A1B0GVG4
2384,CCDC195,HGNC:53441,A0A1B0GUA6
2385,CCDC196,HGNC:20100,A0A1B0GTZ2
2386,CCDC197,HGNC:19860,Q8NCU1
2387,CCDC198,HGNC:20189,Q9NVL8
2388,CCDC200,HGNC:43658,A0A1B0GVQ3
2389,CCDC201,HGNC:54081,A0A1B0GTI1
2390,CCER1,HGNC:28373,Q8TC90
2391,CCER2,HGNC:44662,I3L3R5
2392,CCHCR1,HGNC:13930,Q8TD31
2393,CCIN,HGNC:1568,Q13939
2394,CCK,HGNC:1569,P06307
2395,CCKAR,HGNC:1570,P32238
2396,CCKBR,HGNC:1571,P32239
2397,CCL1,HGNC:10609,P22362
2398,CCL2,HGNC:10618,P13500
2399,CCL3,HGNC:10627,P10147
2400,CCL3L3,HGNC:30554,P16619
2401,CCL4,HGNC:10630,P13236
2402,CCL4L2,HGNC:24066,Q8NHW4
2403,CCL5,HGNC:10632,P13501
2404,CCL7,HGNC:10634,P80098
2405,CCL8,HGNC:10635,P80075
2406,CCL11,HGNC:10610,P51671
2407,CCL13,HGNC:10611,Q99616
2408,CCL14,HGNC:10612,Q16627
2409,CCL15,HGNC:10613,Q16663
2410,CCL16,HGNC:10614,O15467
2411,CCL17,HGNC:10615,Q92583
2412,CCL18,HGNC:10616,P55774
2413,CCL19,HGNC:10617,Q99731
2414,CCL20,HGNC:10619,P78556
2415,CCL21,HGNC:10620,O00585
2416,CCL22,HGNC:10621,O00626
2417,CCL23,HGNC:10622,P55773
2418,CCL24,HGNC:10623,O00175
2419,CCL25,HGNC:10624,O15444
2420,CCL26,HGNC:10625,Q9Y258
2421,CCL27,HGNC:10626,Q9Y4X3
2422,CCL28,HGNC:17700,Q9NRJ3
2423,CCM2,HGNC:21708,Q9BSQ5
2424,CCM2L,HGNC:16153,Q9NUG4
2425,CCN1,HGNC:2654,O00622
2426,CCN2,HGNC:2500,P29279
2427,CCN3,HGNC:7885,P48745
2428,CCN4,HGNC:12769,O95388
2429,CCN5,HGNC:12770,O76076
2430,CCN6,HGNC:12771,O95389
2431,CCNA1,HGNC:1577,P78396
2432,CCNA2,HGNC:1578,P20248
2433,CCNB1,HGNC:1579,P14635
2434,CCNB1IP1,HGNC:19437,Q9NPC3
2435,CCNB2,HGNC:1580,O95067
2436,CCNB3,HGNC:18709,Q8WWL7
2437,CCNC,HGNC:1581,P24863
2438,CCND1,HGNC:1582,P24385
2439,CCND2,HGNC:1583,P30279
2440,CCND3,HGNC:1585,P30281
2441,CCNDBP1,HGNC:1587,O95273
2442,CCNE1,HGNC:1589,P24864
2443,CCNE2,HGNC:1590,O96020
2444,CCNF,HGNC:1591,P41002
2445,CCNG1,HGNC:1592,P51959
2446,CCNG2,HGNC:1593,Q16589
2447,CCNH,HGNC:1594,P51946
