index,Gene symbol,HGNC ID,UniProt
2448,CCNI,HGNC:1595,Q14094
2449,CCNI2,HGNC:33869,Q6ZMN8
2450,CCNJ,HGNC:23434,Q5T5M9
2451,CCNJL,HGNC:25876,Q8IV13
2452,CCNK,HGNC:1596,O75909
2453,CCNL1,HGNC:20569,Q9UK58
2454,CCNL2,HGNC:20570,Q96S94
2455,CCNO,HGNC:18576,P22674
2456,CCNP,HGNC:25805,Q9H8S5
2457,CCNQ,HGNC:28434,Q8N1B3
2458,CCNT1,HGNC:1599,O60563
2459,CCNT2,HGNC:1600,O60583
2460,CCNY,HGNC:23354,Q8ND76
2461,CCNYL1,HGNC:26868,Q8N7R7
2462,CCNYL1B,HGNC:56313,A0A8V8TMC4
2463,CCP110,HGNC:24342,O43303
2464,CCPG1,HGNC:24227,Q9ULG6
2465,CCR1,HGNC:1602,P32246
2466,CCR2,HGNC:1603,P41597
2467,CCR3,HGNC:1604,P51677
2468,CCR4,HGNC:1605,P51679
2469,CCR5,HGNC:1606,P51681
2470,CCR6,HGNC:1607,P51684
2471,CCR7,HGNC:1608,P32248
2472,CCR8,HGNC:1609,P51685
2473,CCR9,HGNC:1610,P51686
2474,CCR10,HGNC:4474,P46092
2475,CCRL2,HGNC:1612,O00421
2476,CCS,HGNC:1613,O14618
2477,CCSAP,HGNC:29578,Q6IQ19
2478,CCSER1,HGNC:29349,Q9C0I3
2479,CCSER2,HGNC:29197,Q9H7U1
2480,CCT2,HGNC:1615,P78371
2481,CCT3,HGNC:1616,P49368
2482,CCT4,HGNC:1617,P50991
2483,CCT5,HGNC:1618,P48643
2484,CCT6A,HGNC:1620,P40227
2485,CCT6B,HGNC:1621,Q92526
2486,CCT7,HGNC:1622,Q99832
2487,CCT8,HGNC:1623,P50990
2488,CCT8L2,HGNC:15553,Q96SF2
2489,CCZ1,HGNC:21691,P86791
2490,CCZ1B,HGNC:21717,P86790
2491,CD1A,HGNC:1634,P06126
2492,CD1B,HGNC:1635,P29016
2493,CD1C,HGNC:1636,P29017
2494,CD1D,HGNC:1637,P15813
2495,CD1E,HGNC:1638,P15812
2496,CD2,HGNC:1639,P06729
2497,CD2AP,HGNC:14258,Q9Y5K6
2498,CD2BP2,HGNC:1656,O95400
2499,CD3D,HGNC:1673,P04234
2500,CD3E,HGNC:1674,P07766
2501,CD3G,HGNC:1675,P09693
2502,CD4,HGNC:1678,P01730
2503,CD5,HGNC:1685,P06127
2504,CD5L,HGNC:1690,O43866
2505,CD6,HGNC:1691,P30203
2506,CD7,HGNC:1695,P09564
2507,CD8A,HGNC:1706,P01732
2508,CD8B,HGNC:1707,P10966
2509,CD8B2,HGNC:1708,A6NJW9
2510,CD9,HGNC:1709,P21926
2511,CD14,HGNC:1628,P08571
2512,CD19,HGNC:1633,P15391
2513,CD22,HGNC:1643,P20273
2514,CD24,HGNC:1645,P25063
2515,CD27,HGNC:11922,P26842
2516,CD28,HGNC:1653,P10747
2517,CD33,HGNC:1659,P20138
2518,CD34,HGNC:1662,P28906
2519,CD36,HGNC:1663,P16671
2520,CD37,HGNC:1666,P11049
2521,CD38,HGNC:1667,P28907
2522,CD40,HGNC:11919,P25942
2523,CD40LG,HGNC:11935,P29965
2524,CD44,HGNC:1681,P16070
2525,CD46,HGNC:6953,P15529
2526,CD47,HGNC:1682,Q08722
2527,CD48,HGNC:1683,P09326
2528,CD52,HGNC:1804,P31358
2529,CD53,HGNC:1686,P19397
2530,CD55,HGNC:2665,P08174
2531,CD58,HGNC:1688,P19256
2532,CD59,HGNC:1689,P13987
2533,CD63,HGNC:1692,P08962
2534,CD68,HGNC:1693,P34810
2535,CD69,HGNC:1694,Q07108
2536,CD70,HGNC:11937,P32970
2537,CD72,HGNC:1696,P21854
2538,CD74,HGNC:1697,P04233
2539,CD79A,HGNC:1698,P11912
2540,CD79B,HGNC:1699,P40259
2541,CD80,HGNC:1700,P33681
2542,CD81,HGNC:1701,P60033
2543,CD82,HGNC:6210,P27701
2544,CD83,HGNC:1703,Q01151
2545,CD84,HGNC:1704,Q9UIB8
2546,CD86,HGNC:1705,P42081
2547,CD93,HGNC:15855,Q9NPY3
2548,CD96,HGNC:16892,P40200
2549,CD99,HGNC:7082,P14209
2550,CD99L2,HGNC:18237,Q8TCZ2
2551,CD101,HGNC:5949,Q93033
2552,CD109,HGNC:21685,Q6YHK3
2553,CD151,HGNC:1630,P48509
2554,CD160,HGNC:17013,O95971
2555,CD163,HGNC:1631,Q86VB7
2556,CD163L1,HGNC:30375,Q9NR16
2557,CD164,HGNC:1632,Q04900
2558,CD164L2,HGNC:32043,Q6UWJ8
2559,CD177,HGNC:30072,Q8N6Q3
2560,CD180,HGNC:6726,Q99467
2561,CD200,HGNC:7203,P41217
2562,CD200R1,HGNC:24235,Q8TD46
2563,CD200R1L,HGNC:24665,Q6Q8B3
2564,CD207,HGNC:17935,Q9UJ71
2565,CD209,HGNC:1641,Q9NNX6
2566,CD226,HGNC:16961,Q15762
2567,CD244,HGNC:18171,Q9BZW8
2568,CD247,HGNC:1677,P20963
2569,CD248,HGNC:18219,Q9HCU0
2570,CD274,HGNC:17635,Q9NZQ7
2571,CD276,HGNC:19137,Q5ZPR3
2572,CD300A,HGNC:19319,Q9UGN4
2573,CD300C,HGNC:19320,Q08708
2574,CD300E,HGNC:28874,Q496F6
2575,CD300H,HGNC:52292,A0A0K2S4Q6
2576,CD300LB,HGNC:30811,A8K4G0
2577,CD300LD,HGNC:16848,Q6UXZ3
2578,CD300LF,HGNC:29883,Q8TDQ1
2579,CD300LG,HGNC:30455,Q6UXG3
2580,CD302,HGNC:30843,Q8IX05
2581,CD320,HGNC:16692,Q9NPF0
2582,CDA,HGNC:1712,P32320
2583,CDADC1,HGNC:20299,Q9BWV3
2584,CDAN1,HGNC:1713,Q8IWY9
2585,CDC5L,HGNC:1743,Q99459
2586,CDC6,HGNC:1744,Q99741
2587,CDC7,HGNC:1745,O00311
2588,CDC14A,HGNC:1718,Q9UNH5
2589,CDC14B,HGNC:1719,O60729
2590,CDC14C,HGNC:22427,A4D256
2591,CDC16,HGNC:1720,Q13042
2592,CDC20,HGNC:1723,Q12834
2593,CDC20B,HGNC:24222,Q86Y33
2594,CDC23,HGNC:1724,Q9UJX2
2595,CDC25A,HGNC:1725,P30304
2596,CDC25B,HGNC:1726,P30305
2597,CDC25C,HGNC:1727,P30307
2598,CDC26,HGNC:17839,Q8NHZ8
2599,CDC27,HGNC:1728,P30260
2600,CDC34,HGNC:1734,P49427
2601,CDC37,HGNC:1735,Q16543
2602,CDC37L1,HGNC:17179,Q7L3B6
2603,CDC40,HGNC:17350,O60508
2604,CDC42,HGNC:1736,P60953
2605,CDC42BPA,HGNC:1737,Q5VT25
2606,CDC42BPB,HGNC:1738,Q9Y5S2
2607,CDC42BPG,HGNC:29829,Q6DT37
2608,CDC42EP1,HGNC:17014,Q00587
2609,CDC42EP2,HGNC:16263,O14613
2610,CDC42EP3,HGNC:16943,Q9UKI2
2611,CDC42EP4,HGNC:17147,Q9H3Q1
2612,CDC42EP5,HGNC:17408,Q6NZY7
2613,CDC42SE1,HGNC:17719,Q9NRR8
2614,CDC42SE2,HGNC:18547,Q9NRR3
2615,CDC45,HGNC:1739,O75419
2616,CDC73,HGNC:16783,Q6P1J9
2617,CDC123,HGNC:16827,O75794
2618,CDCA2,HGNC:14623,Q69YH5
2619,CDCA3,HGNC:14624,Q99618
2620,CDCA4,HGNC:14625,Q9BXL8
2621,CDCA5,HGNC:14626,Q96FF9
2622,CDCA7,HGNC:14628,Q9BWT1
2623,CDCA7L,HGNC:30777,Q96GN5
2624,CDCA8,HGNC:14629,Q53HL2
2625,CDCP1,HGNC:24357,Q9H5V8
2626,CDCP2,HGNC:27297,Q5VXM1
2627,CDH1,HGNC:1748,P12830
2628,CDH2,HGNC:1759,P19022
2629,CDH3,HGNC:1762,P22223
2630,CDH4,HGNC:1763,P55283
2631,CDH5,HGNC:1764,P33151
2632,CDH6,HGNC:1765,P55285
2633,CDH7,HGNC:1766,Q9ULB5
2634,CDH8,HGNC:1767,P55286
2635,CDH9,HGNC:1768,Q9ULB4
2636,CDH10,HGNC:1749,Q9Y6N8
2637,CDH11,HGNC:1750,P55287
2638,CDH12,HGNC:1751,P55289
2639,CDH13,HGNC:1753,P55290
2640,CDH15,HGNC:1754,P55291
2641,CDH16,HGNC:1755,O75309
2642,CDH17,HGNC:1756,Q12864
2643,CDH18,HGNC:1757,Q13634
2644,CDH19,HGNC:1758,Q9H159
2645,CDH20,HGNC:1760,Q9HBT6
2646,CDH22,HGNC:13251,Q9UJ99
2647,CDH23,HGNC:13733,Q9H251
2648,CDH24,HGNC:14265,Q86UP0
2649,CDH26,HGNC:15902,Q8IXH8
2650,CDHR1,HGNC:14550,Q96JP9
2651,CDHR2,HGNC:18231,Q9BYE9
2652,CDHR3,HGNC:26308,Q6ZTQ4
2653,CDHR4,HGNC:34527,A6H8M9
2654,CDHR5,HGNC:7521,Q9HBB8
2655,CDIN1,HGNC:26929,Q9Y2V0
2656,CDIP1,HGNC:13234,Q9H305
2657,CDIPT,HGNC:1769,O14735
2658,CDK1,HGNC:1722,P06493
2659,CDK2,HGNC:1771,P24941
2660,CDK2AP1,HGNC:14002,O14519
2661,CDK2AP2,HGNC:30833,O75956
2662,CDK3,HGNC:1772,Q00526
2663,CDK4,HGNC:1773,P11802
2664,CDK5,HGNC:1774,Q00535
2665,CDK5R1,HGNC:1775,Q15078
2666,CDK5R2,HGNC:1776,Q13319
2667,CDK5RAP1,HGNC:15880,Q96SZ6
2668,CDK5RAP2,HGNC:18672,Q96SN8
2669,CDK5RAP3,HGNC:18673,Q96JB5
2670,CDK6,HGNC:1777,Q00534
2671,CDK7,HGNC:1778,P50613
2672,CDK8,HGNC:1779,P49336
2673,CDK9,HGNC:1780,P50750
2674,CDK10,HGNC:1770,Q15131
2675,CDK11A,HGNC:1730,Q9UQ88
2676,CDK11B,HGNC:1729,P21127
2677,CDK12,HGNC:24224,Q9NYV4
2678,CDK13,HGNC:1733,Q14004
2679,CDK14,HGNC:8883,O94921
2680,CDK15,HGNC:14434,Q96Q40
2681,CDK16,HGNC:8749,Q00536
2682,CDK17,HGNC:8750,Q00537
2683,CDK18,HGNC:8751,Q07002
2684,CDK19,HGNC:19338,Q9BWU1
2685,CDK20,HGNC:21420,Q8IZL9
2686,CDKAL1,HGNC:21050,Q5VV42
2687,CDKL1,HGNC:1781,Q00532
2688,CDKL2,HGNC:1782,Q92772
2689,CDKL3,HGNC:15483,Q8IVW4
2690,CDKL4,HGNC:19287,Q5MAI5
2691,CDKL5,HGNC:11411,O76039
2692,CDKN1A,HGNC:1784,P38936
2693,CDKN1B,HGNC:1785,P46527
2694,CDKN1C,HGNC:1786,P49918
2695,CDKN2A,HGNC:1787,P42771
,,,Q8N726
2696,CDKN2AIP,HGNC:24325,Q9NXV6
2697,CDKN2AIPNL,HGNC:30545,Q96HQ2
2698,CDKN2B,HGNC:1788,P42772
2699,CDKN2C,HGNC:1789,P42773
2700,CDKN2D,HGNC:1790,P55273
2701,CDKN3,HGNC:1791,Q16667
2702,CDNF,HGNC:24913,Q49AH0
2703,CDO1,HGNC:1795,Q16878
2704,CDON,HGNC:17104,Q4KMG0
2705,CDPF1,HGNC:33710,Q6NVV7
2706,CDR2,HGNC:1799,Q01850
2707,CDR2L,HGNC:29999,Q86X02
2708,CDRT4,HGNC:14383,Q8N9R6
2709,CDRT15,HGNC:14395,Q96T59
2710,CDRT15L2,HGNC:34075,A8MXV6
2711,CDS1,HGNC:1800,Q92903
2712,CDS2,HGNC:1801,O95674
2713,CDSN,HGNC:1802,Q15517
2714,CDT1,HGNC:24576,Q9H211
2715,CDV3,HGNC:26928,Q9UKY7
2716,CDX1,HGNC:1805,P47902
2717,CDX2,HGNC:1806,Q99626
2718,CDX4,HGNC:1808,O14627
2719,CDY1,HGNC:1809,Q9Y6F8
2720,CDY1B,HGNC:23920,Q9Y6F8
2721,CDY2A,HGNC:1810,Q9Y6F7
2722,CDY2B,HGNC:23921,Q9Y6F7
2723,CDYL,HGNC:1811,Q9Y232
2724,CDYL2,HGNC:23030,Q8N8U2
2725,CEACAM1,HGNC:1814,P13688
2726,CEACAM3,HGNC:1815,P40198
2727,CEACAM4,HGNC:1816,O75871
2728,CEACAM5,HGNC:1817,P06731
2729,CEACAM6,HGNC:1818,P40199
2730,CEACAM7,HGNC:1819,Q14002
2731,CEACAM8,HGNC:1820,P31997
2732,CEACAM16,HGNC:31948,Q2WEN9
2733,CEACAM18,HGNC:31949,A8MTB9
2734,CEACAM19,HGNC:31951,Q7Z692
2735,CEACAM20,HGNC:24879,Q6UY09
2736,CEACAM21,HGNC:28834,Q3KPI0
2737,CEBPA,HGNC:1833,P49715
2738,CEBPB,HGNC:1834,P17676
2739,CEBPD,HGNC:1835,P49716
2740,CEBPE,HGNC:1836,Q15744
2741,CEBPG,HGNC:1837,P53567
2742,CEBPZ,HGNC:24218,Q03701
2743,CEBPZOS,HGNC:49288,A8MTT3
2744,CECR2,HGNC:1840,Q9BXF3
2745,CEL,HGNC:1848,P19835
2746,CELA1,HGNC:3308,Q9UNI1
2747,CELA2A,HGNC:24609,P08217
2748,CELA2B,HGNC:29995,P08218
2749,CELA3A,HGNC:15944,P09093
2750,CELA3B,HGNC:15945,P08861
2751,CELF1,HGNC:2549,Q92879
2752,CELF2,HGNC:2550,O95319
2753,CELF3,HGNC:11967,Q5SZQ8
2754,CELF4,HGNC:14015,Q9BZC1
2755,CELF5,HGNC:14058,Q8N6W0
2756,CELF6,HGNC:14059,Q96J87
2757,CELSR1,HGNC:1850,Q9NYQ6
2758,CELSR2,HGNC:3231,Q9HCU4
2759,CELSR3,HGNC:3230,Q9NYQ7
2760,CEMIP,HGNC:29213,Q8WUJ3
2761,CEMIP2,HGNC:11869,Q9UHN6
2762,CEMP1,HGNC:32553,Q6PRD7
2763,CENATAC,HGNC:30460,Q86UT8
2764,CEND1,HGNC:24153,Q8N111
2765,CENPA,HGNC:1851,P49450
2766,CENPB,HGNC:1852,P07199
2767,CENPC,HGNC:1854,Q03188
2768,CENPE,HGNC:1856,Q02224
2769,CENPF,HGNC:1857,P49454
2770,CENPH,HGNC:17268,Q9H3R5
2771,CENPI,HGNC:3968,Q92674
2772,CENPJ,HGNC:17272,Q9HC77
2773,CENPK,HGNC:29479,Q9BS16
2774,CENPL,HGNC:17879,Q8N0S6
2775,CENPM,HGNC:18352,Q9NSP4
2776,CENPN,HGNC:30873,Q96H22
2777,CENPO,HGNC:28152,Q9BU64
2778,CENPP,HGNC:32933,Q6IPU0
2779,CENPQ,HGNC:21347,Q7L2Z9
2780,CENPS,HGNC:23163,Q8N2Z9
2781,CENPT,HGNC:25787,Q96BT3
2782,CENPU,HGNC:21348,Q71F23
2783,CENPV,HGNC:29920,Q7Z7K6
2784,CENPVL1,HGNC:31851,A0A0U1RR11
2785,CENPVL2,HGNC:43879,P0DPI3
2786,CENPVL3,HGNC:43880,A0A0U1RRI6
2787,CENPW,HGNC:21488,Q5EE01
2788,CENPX,HGNC:11422,A8MT69
2789,CEP15,HGNC:25024,Q9HBI5
2790,CEP19,HGNC:28209,Q96LK0
2791,CEP20,HGNC:26435,Q96NB1
2792,CEP41,HGNC:12370,Q9BYV8
2793,CEP43,HGNC:17012,O95684
2794,CEP44,HGNC:29356,Q9C0F1
2795,CEP55,HGNC:1161,Q53EZ4
2796,CEP57,HGNC:30794,Q86XR8
2797,CEP57L1,HGNC:21561,Q8IYX8
2798,CEP63,HGNC:25815,Q96MT8
2799,CEP68,HGNC:29076,Q76N32
2800,CEP70,HGNC:29972,Q8NHQ1
2801,CEP72,HGNC:25547,Q9P209
2802,CEP76,HGNC:25727,Q8TAP6
2803,CEP78,HGNC:25740,Q5JTW2
2804,CEP83,HGNC:17966,Q9Y592
2805,CEP85,HGNC:25309,Q6P2H3
2806,CEP85L,HGNC:21638,Q5SZL2
2807,CEP89,HGNC:25907,Q96ST8
2808,CEP95,HGNC:25141,Q96GE4
2809,CEP97,HGNC:26244,Q8IW35
2810,CEP104,HGNC:24866,O60308
2811,CEP112,HGNC:28514,Q8N8E3
2812,CEP120,HGNC:26690,Q8N960
2813,CEP126,HGNC:29264,Q9P2H0
2814,CEP128,HGNC:20359,Q6ZU80
2815,CEP131,HGNC:29511,Q9UPN4
2816,CEP135,HGNC:29086,Q66GS9
2817,CEP152,HGNC:29298,O94986
2818,CEP162,HGNC:21107,Q5TB80
2819,CEP164,HGNC:29182,Q9UPV0
2820,CEP170,HGNC:28920,Q5SW79
2821,CEP170B,HGNC:20362,Q9Y4F5
2822,CEP192,HGNC:25515,Q8TEP8
2823,CEP250,HGNC:1859,Q9BV73
2824,CEP290,HGNC:29021,O15078
2825,CEP295,HGNC:29366,Q9C0D2
2826,CEP295NL,HGNC:44659,Q96MC4
2827,CEP350,HGNC:24238,Q5VT06
2828,CEPT1,HGNC:24289,Q9Y6K0
2829,CER1,HGNC:1862,O95813
2830,CERCAM,HGNC:23723,Q5T4B2
2831,CERK,HGNC:19256,Q8TCT0
2832,CERKL,HGNC:21699,Q49MI3
2833,CERS1,HGNC:14253,P27544
2834,CERS2,HGNC:14076,Q96G23
2835,CERS3,HGNC:23752,Q8IU89
2836,CERS4,HGNC:23747,Q9HA82
2837,CERS5,HGNC:23749,Q8N5B7
2838,CERS6,HGNC:23826,Q6ZMG9
2839,CERT1,HGNC:2205,Q9Y5P4
2840,CES1,HGNC:1863,P23141
2841,CES2,HGNC:1864,O00748
2842,CES3,HGNC:1865,Q6UWW8
2843,CES4A,HGNC:26741,Q5XG92
2844,CES5A,HGNC:26459,Q6NT32
2845,CETN1,HGNC:1866,Q12798
2846,CETN2,HGNC:1867,P41208
2847,CETN3,HGNC:1868,O15182
2848,CETP,HGNC:1869,P11597
2849,CFAP20,HGNC:29523,Q9Y6A4
2850,CFAP20DC,HGNC:24763,Q6ZVT6
2851,CFAP36,HGNC:30540,Q96G28
2852,CFAP43,HGNC:26684,Q8NDM7
2853,CFAP44,HGNC:25631,Q96MT7
2854,CFAP45,HGNC:17229,Q9UL16
2855,CFAP46,HGNC:25247,Q8IYW2
2856,CFAP47,HGNC:26708,Q6ZTR5
2857,CFAP52,HGNC:16053,Q8N1V2
2858,CFAP53,HGNC:26530,Q96M91
2859,CFAP54,HGNC:26456,Q96N23
2860,CFAP57,HGNC:26485,Q96MR6
2861,CFAP58,HGNC:26676,Q5T655
2862,CFAP61,HGNC:15872,Q8NHU2
2863,CFAP65,HGNC:25325,Q6ZU64
2864,CFAP68,HGNC:1163,Q9H5F2
2865,CFAP69,HGNC:26107,A5D8W1
2866,CFAP70,HGNC:30726,Q5T0N1
2867,CFAP73,HGNC:37100,A6NFT4
2868,CFAP74,HGNC:29368,Q9C0B2
2869,CFAP77,HGNC:33776,Q6ZQR2
2870,CFAP90,HGNC:27028,A4QMS7
2871,CFAP91,HGNC:24010,Q7Z4T9
2872,CFAP92,HGNC:29231,Q9ULG3
2873,CFAP95,HGNC:31422,Q5VTT2
2874,CFAP96,HGNC:34346,A7E2U8
2875,CFAP97,HGNC:29276,Q9P2B7
2876,CFAP97D1,HGNC:37241,B2RV13
2877,CFAP97D2,HGNC:53789,A0A1B0GU71
2878,CFAP99,HGNC:51180,D6REC4
2879,CFAP100,HGNC:26842,Q494V2
2880,CFAP107,HGNC:28567,Q8N1D5
2881,CFAP119,HGNC:28078,A1A4V9
2882,CFAP126,HGNC:32325,Q5VTH2
2883,CFAP141,HGNC:32305,Q5VU69
2884,CFAP144,HGNC:34347,A6NL82
2885,CFAP157,HGNC:27843,Q5JU67
2886,CFAP161,HGNC:26782,Q6P656
2887,CFAP184,HGNC:26900,Q2M329
2888,CFAP206,HGNC:21405,Q8IYR0
2889,CFAP210,HGNC:25064,Q0VFZ6
2890,CFAP221,HGNC:33720,Q4G0U5
2891,CFAP251,HGNC:28506,Q8TBY9
2892,CFAP263,HGNC:25002,Q9H0I3
2893,CFAP276,HGNC:32331,Q5T5A4
2894,CFAP298,HGNC:1301,P57076
2895,CFAP299,HGNC:28554,Q6V702
2896,CFAP300,HGNC:28188,Q9BRQ4
2897,CFAP410,HGNC:1260,O43822
2898,CFAP418,HGNC:27232,Q96NL8
2899,CFB,HGNC:1037,P00751
2900,CFC1,HGNC:18292,P0CG37
2901,CFC1B,HGNC:33983,P0CG36
2902,CFD,HGNC:2771,P00746
2903,CFDP1,HGNC:1873,Q9UEE9
2904,CFH,HGNC:4883,P08603
2905,CFHR1,HGNC:4888,Q03591
2906,CFHR2,HGNC:4890,P36980
2907,CFHR3,HGNC:16980,Q02985
2908,CFHR4,HGNC:16979,Q92496
2909,CFHR5,HGNC:24668,Q9BXR6
2910,CFI,HGNC:5394,P05156
2911,CFL1,HGNC:1874,P23528
2912,CFL2,HGNC:1875,Q9Y281
2913,CFLAR,HGNC:1876,O15519
2914,CFP,HGNC:8864,P27918
2915,CFTR,HGNC:1884,P13569
2916,CGA,HGNC:1885,P01215
2917,CGAS,HGNC:21367,Q8N884
2918,CGB1,HGNC:16721,A6NKQ9
2919,CGB2,HGNC:16722,Q6NT52
2920,CGB3,HGNC:1886,P0DN86
2921,CGB5,HGNC:16452,P0DN86
2922,CGB7,HGNC:16451,P0DN87
2923,CGB8,HGNC:16453,P0DN86
2924,CGGBP1,HGNC:1888,Q9UFW8
2925,CGN,HGNC:17429,Q9P2M7
2926,CGNL1,HGNC:25931,Q0VF96
2927,CGREF1,HGNC:16962,Q99674
2928,CGRRF1,HGNC:15528,Q99675
2929,CH25H,HGNC:1907,O95992
2930,CHAC1,HGNC:28680,Q9BUX1
2931,CHAC2,HGNC:32363,Q8WUX2
2932,CHAD,HGNC:1909,O15335
2933,CHADL,HGNC:25165,Q6NUI6
2934,CHAF1A,HGNC:1910,Q13111
2935,CHAF1B,HGNC:1911,Q13112
2936,CHAMP1,HGNC:20311,Q96JM3
2937,CHAT,HGNC:1912,P28329
2938,CHCHD1,HGNC:23518,Q96BP2
2939,CHCHD2,HGNC:21645,Q9Y6H1
2940,CHCHD3,HGNC:21906,Q9NX63
2941,CHCHD4,HGNC:26467,Q8N4Q1
2942,CHCHD5,HGNC:17840,Q9BSY4
2943,CHCHD6,HGNC:28184,Q9BRQ6
2944,CHCHD7,HGNC:28314,Q9BUK0
2945,CHCHD10,HGNC:15559,Q8WYQ3
2946,CHCT1,HGNC:26990,Q86WR6
2947,CHD1,HGNC:1915,O14646
2948,CHD1L,HGNC:1916,Q86WJ1
2949,CHD2,HGNC:1917,O14647
2950,CHD3,HGNC:1918,Q12873
2951,CHD4,HGNC:1919,Q14839
2952,CHD5,HGNC:16816,Q8TDI0
2953,CHD6,HGNC:19057,Q8TD26
2954,CHD7,HGNC:20626,Q9P2D1
2955,CHD8,HGNC:20153,Q9HCK8
2956,CHD9,HGNC:25701,Q3L8U1
2957,CHD9NB,HGNC:53436,A0A1B0GV96
2958,CHDH,HGNC:24288,Q8NE62
2959,CHEK1,HGNC:1925,O14757
2960,CHEK2,HGNC:16627,O96017
2961,CHERP,HGNC:16930,Q8IWX8
2962,CHFR,HGNC:20455,Q96EP1
2963,CHGA,HGNC:1929,P10645
2964,CHGB,HGNC:1930,P05060
2965,CHI3L1,HGNC:1932,P36222
2966,CHI3L2,HGNC:1933,Q15782
2967,CHIA,HGNC:17432,Q9BZP6
2968,CHIC1,HGNC:1934,Q5VXU3
2969,CHIC2,HGNC:1935,Q9UKJ5
2970,CHID1,HGNC:28474,Q9BWS9
2971,CHIT1,HGNC:1936,Q13231
2972,CHKA,HGNC:1937,P35790
2973,CHKB,HGNC:1938,Q9Y259
2974,CHL1,HGNC:1939,O00533
2975,CHM,HGNC:1940,P24386
2976,CHML,HGNC:1941,P26374
2977,CHMP1A,HGNC:8740,Q9HD42
2978,CHMP1B,HGNC:24287,Q7LBR1
2979,CHMP2A,HGNC:30216,O43633
2980,CHMP2B,HGNC:24537,Q9UQN3
2981,CHMP3,HGNC:29865,Q9Y3E7
2982,CHMP4A,HGNC:20274,Q9BY43
2983,CHMP4B,HGNC:16171,Q9H444
2984,CHMP4C,HGNC:30599,Q96CF2
2985,CHMP5,HGNC:26942,Q9NZZ3
2986,CHMP6,HGNC:25675,Q96FZ7
2987,CHMP7,HGNC:28439,Q8WUX9
2988,CHN1,HGNC:1943,P15882
2989,CHN2,HGNC:1944,P52757
2990,CHODL,HGNC:17807,Q9H9P2
2991,CHORDC1,HGNC:14525,Q9UHD1
2992,CHP1,HGNC:17433,Q99653
2993,CHP2,HGNC:24927,O43745
2994,CHPF,HGNC:24291,Q8IZ52
2995,CHPF2,HGNC:29270,Q9P2E5
2996,CHPT1,HGNC:17852,Q8WUD6
2997,CHRAC1,HGNC:13544,Q9NRG0
2998,CHRD,HGNC:1949,Q9H2X0
2999,CHRDL1,HGNC:29861,Q9BU40
3000,CHRDL2,HGNC:24168,Q6WN34
3001,CHRFAM7A,HGNC:15781,Q494W8
3002,CHRM1,HGNC:1950,P11229
3003,CHRM2,HGNC:1951,P08172
3004,CHRM3,HGNC:1952,P20309
3005,CHRM4,HGNC:1953,P08173
3006,CHRM5,HGNC:1954,P08912
3007,CHRNA1,HGNC:1955,P02708
3008,CHRNA2,HGNC:1956,Q15822
3009,CHRNA3,HGNC:1957,P32297
3010,CHRNA4,HGNC:1958,P43681
3011,CHRNA5,HGNC:1959,P30532
3012,CHRNA6,HGNC:15963,Q15825
3013,CHRNA7,HGNC:1960,P36544
3014,CHRNA9,HGNC:14079,Q9UGM1
3015,CHRNA10,HGNC:13800,Q9GZZ6
3016,CHRNB1,HGNC:1961,P11230
3017,CHRNB2,HGNC:1962,P17787
3018,CHRNB3,HGNC:1963,Q05901
3019,CHRNB4,HGNC:1964,P30926
3020,CHRND,HGNC:1965,Q07001
3021,CHRNE,HGNC:1966,Q04844
3022,CHRNG,HGNC:1967,P07510
3023,CHST1,HGNC:1969,O43916
3024,CHST2,HGNC:1970,Q9Y4C5
3025,CHST3,HGNC:1971,Q7LGC8
3026,CHST4,HGNC:1972,Q8NCG5
3027,CHST5,HGNC:1973,Q9GZS9
3028,CHST6,HGNC:6938,Q9GZX3
3029,CHST7,HGNC:13817,Q9NS84
3030,CHST8,HGNC:15993,Q9H2A9
3031,CHST9,HGNC:19898,Q7L1S5
3032,CHST10,HGNC:19650,O43529
3033,CHST11,HGNC:17422,Q9NPF2
3034,CHST12,HGNC:17423,Q9NRB3
3035,CHST13,HGNC:21755,Q8NET6
3036,CHST14,HGNC:24464,Q8NCH0
3037,CHST15,HGNC:18137,Q7LFX5
3038,CHSY1,HGNC:17198,Q86X52
3039,CHSY3,HGNC:24293,Q70JA7
3040,CHTF8,HGNC:24353,P0CG13
3041,CHTF18,HGNC:18435,Q8WVB6
3042,CHTOP,HGNC:24511,Q9Y3Y2
3043,CHUK,HGNC:1974,O15111
3044,CHURC1,HGNC:20099,Q8WUH1
3045,CIAO1,HGNC:14280,O76071
3046,CIAO2A,HGNC:26235,Q9H5X1
3047,CIAO2B,HGNC:24261,Q9Y3D0
3048,CIAO3,HGNC:14179,Q9H6Q4
3049,CIAPIN1,HGNC:28050,Q6FI81
3050,CIART,HGNC:25200,Q8N365
3051,CIB1,HGNC:16920,Q99828
3052,CIB2,HGNC:24579,O75838
3053,CIB3,HGNC:24580,Q96Q77
3054,CIB4,HGNC:33703,A0PJX0
3055,CIBAR1,HGNC:30452,A1XBS5
3056,CIBAR2,HGNC:24781,Q6ZTR7
3057,CIC,HGNC:14214,Q96RK0
3058,CIDEA,HGNC:1976,O60543
3059,CIDEB,HGNC:1977,Q9UHD4
3060,CIDEC,HGNC:24229,Q96AQ7
3061,CIITA,HGNC:7067,P33076
3062,CILK1,HGNC:21219,Q9UPZ9
