,Code,Title
638,1D93,Parvovirus infection of unspecified site
639,1D9Y,Other viral infections of unspecified site
640,1D9Z,Unspecified viral infection of unspecified site
641,1E1Y,Other specified viral diseases
642,1E1Z,Unspecified viral disease
644,1E30,Influenza due to identified seasonal influenza virus
645,1E31,Influenza due to identified zoonotic or pandemic influenza virus
646,1E32,"Influenza, virus not identified"
648,1E50,Acute viral hepatitis
649,1E50.0,Acute hepatitis A
650,1E50.1,Acute hepatitis B
651,1E50.2,Acute hepatitis C
652,1E50.3,Acute hepatitis D
653,1E50.4,Acute hepatitis E
654,1E50.Y,Other specified acute viral hepatitis
655,1E50.Z,"Acute viral hepatitis, unspecified"
656,1E51,Chronic viral hepatitis
657,1E51.0,Chronic hepatitis B
658,1E51.00,Chronic hepatitis B with human immunodeficiency virus co-infection
659,1E51.0Y,Other specified chronic hepatitis B
660,1E51.0Z,"Chronic hepatitis B, unspecified"
661,1E51.1,Chronic hepatitis C
662,1E51.2,Chronic hepatitis D
663,1E51.3,Chronic hepatitis E
664,1E51.Y,Other specified chronic viral hepatitis
665,1E51.Z,"Chronic viral hepatitis, unspecified"
666,1E5Z,"Viral hepatitis, unspecified"
669,1E70,Smallpox
670,1E71,Mpox
671,1E72,Cowpox
672,1E73,Vaccinia
673,1E74,Buffalopox
674,1E75,Orf
675,1E76,Molluscum contagiosum
676,1E7Y,Other specified infections due to poxvirus
677,1E7Z,"Infections due to poxvirus, unspecified"
679,1E80,Common warts
680,1E80.0,Digital or periungual warts
681,1E80.1,Plantar warts
682,1E80.Y,Other specified common warts
683,1E80.Z,"Common warts, unspecified"
684,1E81,Plane warts
685,1E82,Warts of lips or oral cavity
686,1E82.0,Focal epithelial hyperplasia of oral mucous membranes
687,1E83,Wart virus proliferation in immune-deficient states
688,1E8Z,"Viral warts, not elsewhere classified"
690,1E90,Varicella
691,1E90.0,Varicella without complication
692,1E90.1,Varicella meningitis
693,1E90.2,Varicella encephalitis
694,1E90.Y,Varicella with other specified complication
695,1E90.Z,"Varicella, unspecified"
696,1E91,Zoster
697,1E91.0,Zoster without complications
698,1E91.1,Ophthalmic zoster
699,1E91.2,Disseminated zoster
700,1E91.3,Zoster with central nervous system involvement
701,1E91.4,Acute neuropathy of cranial nerve due to zoster
702,1E91.40,Acute trigeminal zoster neuropathy
703,1E91.41,Acute herpetic geniculate ganglionitis
704,1E91.4Y,Other specified acute neuropathy of cranial nerve due to zoster
705,1E91.4Z,"Acute neuropathy of cranial nerve due to zoster, unspecified"
706,1E91.5,Postherpetic polyneuropathy
707,1E91.Y,Zoster with other specified complications
708,1E91.Z,"Zoster, unspecified"
709,1F00,Herpes simplex infections
710,1F00.0,Herpes simplex infection of skin or mucous membrane
711,1F00.00,Herpes simplex infection of skin
712,1F00.01,Herpes simplex labialis
713,1F00.02,Herpes simplex gingivostomatitis
714,1F00.03,Disseminated cutaneous herpes simplex infection complicating other skin diseases
715,1F00.0Y,Other specified herpes simplex infection of skin or mucous membrane
716,1F00.1,Herpes simplex infection of the eye
717,1F00.10,Herpes simplex keratitis
718,1F00.11,Herpes simplex infection of eyelid
719,1F00.1Y,Other specified herpes simplex infection of the eye
720,1F00.1Z,"Herpes simplex infection of the eye, unspecified"
721,1F00.2,Herpes simplex infection of central nervous system
722,1F00.20,Herpes simplex meningitis
723,1F00.21,Encephalitis due to herpes simplex virus
724,1F00.2Y,Other specified herpes simplex infection of central nervous system
725,1F00.3,Disseminated herpes simplex infection
726,1F00.Y,Other specified herpes simplex infections
727,1F00.Z,"Herpes simplex infections, unspecified"
728,1F01,Roseola infantum
729,1F02,Rubella
730,1F02.0,Rubella with neurological complications
731,1F02.1,Rubella arthritis
732,1F02.2,Rubella without complication
733,1F02.Y,Rubella with other specified complication
734,1F03,Measles
735,1F03.0,Measles without complication
736,1F03.1,Measles complicated by encephalitis
737,1F03.2,Measles complicated by meningitis
738,1F03.Y,Measles with other complications
739,1F04,Erythema infectiosum
740,1F05,Picornavirus infections presenting in the skin or mucous membranes
741,1F05.0,Enteroviral vesicular stomatitis
742,1F05.1,Enteroviral vesicular pharyngitis
743,1F05.2,Enteroviral exanthematous fever
744,1F05.3,Foot and mouth disease
745,1F05.Y,Other specified picornavirus infections presenting in the skin or mucous membranes
746,1F05.Z,"Picornavirus infections presenting in the skin or mucous membranes, unspecified"
747,1F0Y,Other specified viral infections characterised by skin or mucous membrane lesions
748,1F0Z,"Viral infections characterised by skin or mucous membrane lesions, unspecified"
750,1F20,Aspergillosis
751,1F20.0,Invasive aspergillosis
752,1F20.00,Invasive aspergillosis of the digestive tract
753,1F20.01,Invasive cerebral aspergillosis
754,1F20.02,Disseminated aspergillosis
755,1F20.0Y,Invasive aspergillosis of other specified site
756,1F20.0Z,"Invasive aspergillosis, unspecified"
757,1F20.1,Non-invasive aspergillosis
758,1F20.10,Aspergillus otomycosis
759,1F20.11,Chronic aspergillosis of the paranasal sinuses
760,1F20.12,Chronic pulmonary aspergillosis
761,1F20.13,Tonsillar aspergillosis
762,1F20.14,Aspergillus bronchitis
763,1F20.15,Obstructing aspergillus tracheobronchitis
764,1F20.1Y,Other specified non-invasive aspergillosis
765,1F20.1Z,"Non-invasive aspergillosis, unspecified"
766,1F20.Z,"Aspergillosis, unspecified"
767,1F21,Basidiobolomycosis
768,1F22,Blastomycosis
769,1F23,Candidosis
770,1F23.0,Candidosis of lips or oral mucous membranes
771,1F23.1,Candidosis of skin or mucous membranes
772,1F23.10,Vulvovaginal candidosis
773,1F23.11,Candida balanoposthitis
774,1F23.12,Flexural or intertriginous candidosis
775,1F23.13,Candidosis of nail or paronychium
776,1F23.14,Chronic mucocutaneous candidosis
777,1F23.15,Disseminated cutaneous candidosis
778,1F23.16,Candida otomycosis
779,1F23.1Y,Candidosis of skin or mucous membrane of other specified site
780,1F23.1Z,"Candidosis of skin or mucous membranes, unspecified"
781,1F23.2,Candidosis of gastrointestinal tract
782,1F23.3,Systemic or invasive candidosis
783,1F23.30,Candida meningitis
784,1F23.31,Pulmonary candidosis
785,1F23.3Y,Other specified systemic or invasive candidosis
786,1F23.3Z,"Systemic or invasive candidosis, unspecified"
787,1F23.Y,Other specified candidosis
788,1F23.Z,"Candidosis, unspecified"
789,1F24,Chromoblastomycosis
790,1F25,Coccidioidomycosis
791,1F25.0,Pulmonary coccidioidomycosis
792,1F25.00,Acute pulmonary coccidioidomycosis
793,1F25.01,Chronic pulmonary coccidioidomycosis
794,1F25.1,Extrathoracic coccidioidomycosis
795,1F25.10,Disseminated coccidioidomycosis
796,1F25.11,Primary cutaneous coccidioidomycosis
797,1F25.12,Coccidioides meningitis
798,1F25.1Y,Other specified extrathoracic coccidioidomycosis
799,1F25.1Z,"Extrathoracic coccidioidomycosis, unspecified"
800,1F25.Z,"Coccidioidomycosis, unspecified"
801,1F26,Conidiobolomycosis
802,1F27,Cryptococcosis
803,1F27.0,Pulmonary cryptococcosis
804,1F27.1,Cerebral cryptococcosis
805,1F27.10,Meningitis due to Cryptococcus neoformans
806,1F27.2,Disseminated cryptococcosis
807,1F27.Y,Other specified cryptococcosis
808,1F27.Z,"Cryptococcosis, unspecified"
809,1F28,Dermatophytosis
810,1F28.0,Dermatophytosis of scalp
811,1F28.1,Dermatophytosis of nail
812,1F28.2,Dermatophytosis of foot
813,1F28.3,Genitocrural dermatophytosis
814,1F28.4,Kerion
815,1F28.5,Disseminated dermatophytosis
816,1F28.Y,Other specified dermatophytosis
817,1F28.Z,"Dermatophytosis, unspecified"
818,1F29,Eumycetoma
819,1F2A,Histoplasmosis
820,1F2A.0,Pulmonary histoplasmosis capsulati
821,1F2A.1,Histoplasmosis due to Histoplasma duboisii
822,1F2A.Y,Other specified histoplasmosis
823,1F2A.Z,"Histoplasmosis, unspecified"
824,1F2B,Lobomycosis
825,1F2C,Mucormycosis
826,1F2D,Non-dermatophyte superficial dermatomycoses
827,1F2D.0,Pityriasis versicolor
828,1F2D.1,Malassezia folliculitis
829,1F2D.2,White piedra
830,1F2D.3,Black piedra
831,1F2D.4,Tinea nigra
832,1F2D.5,Onychomycosis due to non-dermatophyte mould
833,1F2D.Y,Other specified non-dermatophyte superficial dermatomycoses
834,1F2D.Z,"Non-dermatophyte superficial dermatomycoses, unspecified"
835,1F2E,Paracoccidioidomycosis
836,1F2E.0,Pulmonary paracoccidioidomycosis
837,1F2E.1,Disseminated paracoccidioidomycosis
838,1F2E.Y,Other specified paracoccidioidomycosis
839,1F2E.Z,"Paracoccidioidomycosis, unspecified"
840,1F2F,Phaeohyphomycosis
841,1F2G,Pneumocystosis
842,1F2G.0,Pulmonary pneumocystosis
843,1F2G.Z,"Pneumocystosis, unspecified"
844,1F2H,Scedosporiosis
845,1F2J,Sporotrichosis
846,1F2J.0,Lymphocutaneous sporotrichosis
847,1F2J.1,Fixed cutaneous sporotrichosis
848,1F2J.2,Pulmonary sporotrichosis
849,1F2J.3,Disseminated sporotrichosis
850,1F2J.Y,Other specified sporotrichosis
851,1F2J.Z,"Sporotrichosis, unspecified"
852,1F2K,Talaromycosis
853,1F2L,Emmonsiosis
854,1F2L.0,Disseminated adiaspiromycosis
855,1F2L.1,Pulmonary adiaspiromycosis
856,1F2L.Y,Other specified emmonsiosis
857,1F2L.Z,"Emmonsiosis, unspecified"
858,1F2Y,Other specified mycoses
859,1F2Z,"Mycoses, unspecified"
862,1F40,Malaria due to Plasmodium falciparum
863,1F40.0,Plasmodium falciparum malaria with cerebral complications
864,1F40.Y,Other severe and complicated Plasmodium falciparum malaria
865,1F40.Z,"Malaria due to Plasmodium falciparum, unspecified"
866,1F41,Malaria due to Plasmodium vivax
867,1F41.0,Plasmodium vivax malaria with rupture of spleen
868,1F41.Y,Malaria due to Plasmodium vivax with other complications
869,1F41.Z,Plasmodium vivax malaria without complication
870,1F42,Malaria due to Plasmodium malariae
871,1F42.0,Plasmodium malariae malaria with nephropathy
872,1F42.Y,Malaria due to Plasmodium malariae with other complications
873,1F42.Z,Plasmodium malariae malaria without complication
874,1F43,Malaria due to Plasmodium ovale
875,1F44,Other parasitologically confirmed malaria
876,1F45,Malaria without parasitological confirmation
877,1F4Z,"Malaria, unspecified"
879,1F50,Acanthamoebiasis
880,1F51,African trypanosomiasis
881,1F51.0,Gambiense trypanosomiasis
882,1F51.00,Meningitis in Gambiense trypanosomiasis
883,1F51.0Y,Other specified gambiense trypanosomiasis
884,1F51.0Z,"Gambiense trypanosomiasis, unspecified"
885,1F51.1,Rhodesiense trypanosomiasis
886,1F51.10,Meningitis in Rhodesiense trypanosomiasis
887,1F51.1Y,Other specified rhodesiense trypanosomiasis
888,1F51.1Z,"Rhodesiense trypanosomiasis, unspecified"
889,1F51.Y,Other specified african trypanosomiasis
890,1F51.Z,"African trypanosomiasis, unspecified"
891,1F52,Babesiosis
892,1F53,Chagas disease
893,1F53.1,Acute Chagas disease without heart involvement
894,1F53.2,Chronic Chagas disease with heart involvement
895,1F53.3,Chagas disease with digestive system involvement
896,1F53.4,Meningitis in Chagas disease
897,1F53.Y,Other specified Chagas disease
898,1F53.Z,"Chagas disease, unspecified"
899,1F54,Leishmaniasis
900,1F54.0,Visceral leishmaniasis
901,1F54.1,Cutaneous leishmaniasis
902,1F54.2,Mucocutaneous leishmaniasis
903,1F54.Z,"Leishmaniasis, unspecified"
904,1F55,Naegleriasis
905,1F56,Rhinosporidiosis
906,1F57,Toxoplasmosis
907,1F57.0,Hepatitis due to Toxoplasma gondii
908,1F57.1,Meningoencephalitis due to Toxoplasma gondii
909,1F57.2,Pulmonary toxoplasmosis due to Toxoplasma gondii
910,1F57.3,Eye disease due to Toxoplasma gondii
911,1F57.Y,Other specified toxoplasmosis
912,1F57.Z,"Toxoplasmosis, unspecified"
913,1F58,Microsporidiosis
914,1F5Z,Unspecified protozoal disease
917,1F60,Angiostrongyliasis
918,1F60.0,Eosinophilic meningitis due to Angiostrongylus cantonensis
919,1F60.1,Intestinal angiostrongyliasis
920,1F60.Y,Other specified angiostrongyliasis
921,1F60.Z,"Angiostrongyliasis, unspecified"
922,1F61,Anisakiasis
923,1F62,Ascariasis
924,1F63,Capillariasis
925,1F63.0,Capillariasis of the intestine
926,1F63.Y,Other specified capillariasis
927,1F63.Z,"Capillariasis, unspecified"
928,1F64,Dracunculiasis
929,1F65,Enterobiasis
930,1F66,Filariasis
931,1F66.0,Loiasis
932,1F66.1,Mansonelliasis
933,1F66.2,Filariasis due to Brugia species
934,1F66.3,Lymphatic filariasis
935,1F66.30,Filariasis due to Wuchereria bancrofti
936,1F66.31,Filariasis due to Brugia malayi
937,1F66.32,Filariasis due to Brugia timori
938,1F66.3Z,"Lymphatic filariasis, unspecified"
939,1F66.4,Subcutaneous dirofilariasis
940,1F66.Y,Other specified filariasis
941,1F66.Z,"Filariasis, unspecified"
942,1F67,Gnathostomiasis
943,1F68,Hookworm diseases
944,1F68.0,Ancylostomiasis
945,1F68.1,Necatoriasis
946,1F68.2,Cutaneous larva migrans
947,1F68.Y,Other specified hookworm diseases
948,1F68.Z,"Hookworm diseases, unspecified"
949,1F69,Oesophagostomiasis
950,1F6A,Onchocerciasis
951,1F6A.0,Onchocerciasis of the eye
952,1F6A.1,Onchocerciasis of the skin
953,1F6A.Y,Other specified onchocerciasis
954,1F6A.Z,"Onchocerciasis, unspecified"
955,1F6B,Strongyloidiasis
956,1F6C,Syngamosis
957,1F6D,Toxocariasis
958,1F6E,Trichinosis
959,1F6F,Trichostrongyliasis
960,1F6G,Trichuriasis
961,1F6H,Uncinariosis
962,1F6Y,Other specified diseases due to nematodes
963,1F6Z,"Diseases due to nematodes, unspecified"
965,1F70,Cysticercosis
966,1F70.0,Cysticercosis of central nervous system
967,1F70.00,Meningitis due to Cysticercosis
968,1F70.0Y,Other specified cysticercosis of central nervous system
969,1F70.0Z,"Cysticercosis of central nervous system, unspecified"
970,1F70.1,Cysticercosis of eye
971,1F70.Y,Other specified cysticercosis
972,1F70.Z,"Cysticercosis, unspecified"
973,1F71,Diphyllobothriasis
974,1F72,Dipylidiasis
975,1F73,Echinococcosis
976,1F73.0,Echinococcus infection of liver
977,1F73.1,Echinococcus infection of lung
978,1F73.2,Echinococcus infection of bone
979,1F73.3,Echinococcus infection of central nervous system
980,1F73.Y,Other specified echinococcosis
981,1F73.Z,"Echinococcosis, unspecified"
982,1F74,Hymenolepiasis
983,1F75,Sparganosis
984,1F76,Taeniasis
985,1F76.0,Taeniasis due to Taenia solium
986,1F76.1,Taeniasis due to Taenia saginata
987,1F76.Y,Other specified taeniasis
988,1F76.Z,"Taeniasis, unspecified"
989,1F7Y,Other specified diseases due to cestodes
990,1F7Z,"Diseases due to cestodes, unspecified"
992,1F80,Clonorchiasis
993,1F81,Dicrocoeliasis
994,1F82,Fascioliasis
995,1F83,Fasciolopsiasis
996,1F84,Opisthorchiasis
997,1F85,Paragonimiasis
998,1F86,Schistosomiasis
999,1F86.0,Schistosomiasis due to Schistosoma haematobium
1000,1F86.1,Schistosomiasis due to Schistosoma mansoni
1001,1F86.2,Schistosomiasis due to Schistosoma japonicum
1002,1F86.3,Other schistosomiases
1003,1F86.4,Cercarial dermatitis
1004,1F86.5,Schistosomal pneumonitis
1005,1F86.Z,Schistosomiasis due to unspecified or unknown Schistosoma species
1006,1F8Y,Other specified diseases due to trematodes
1007,1F8Z,"Diseases due to trematodes, unspecified"
1008,1F90,Other or unspecified infestation by parasitic worms
1009,1F90.0,Mixed intestinal helminthiases
1010,1F90.1,Intestinal parasitic infestation not otherwise specified
1011,1F90.2,"Intestinal helminthiasis, unspecified"
1012,1F90.Y,Other specified infestation by parasitic worms
1013,1F90.Z,"Infestation by parasitic worms, unspecified"
1014,1F91,Diphyllobothriasis and sparganosis
1015,1F9Z,"Helminthiases, unspecified"
1017,1G00,Pediculosis
1018,1G00.0,Pediculosis capitis
1019,1G00.1,Pediculosis corporis
1020,1G00.Z,Pediculosis of unspecified site or type
1021,1G01,Myiasis
1022,1G01.0,Ocular myiasis
1023,1G01.1,Nasopharyngeal myiasis
1024,1G01.2,Laryngeal myiasis
1025,1G01.3,Cutaneous myiasis
1026,1G01.Y,Other specified myiasis
1027,1G01.Z,"Myiasis, unspecified"
1028,1G02,External hirudiniasis
1029,1G03,Pthiriasis
1030,1G04,Scabies
1031,1G04.0,Classical scabies
1032,1G04.1,Crusted scabies
1033,1G04.Y,Other specified scabies
1034,1G04.Z,"Scabies, unspecified"
1035,1G05,Tungiasis
1036,1G06,Cimicosis
1037,1G07,Infestation by mites
1038,1G07.0,Infestation by Demodex
1039,1G07.Y,Infestation of the skin by other specified parasitic mites
1040,1G07.Z,Infestation of the skin by unspecified parasitic mites
1041,1G0Y,Infestation by other specified ectoparasite
1042,1G0Z,Infestation by unknown or unspecified ectoparasite
1043,1G2Y,Other specified parasitic diseases
1044,1G2Z,Unspecified parasitic diseases
1046,1G40,Sepsis without septic shock
1047,1G41,Sepsis with septic shock
1048,1G60,Certain other disorders of infectious origin
1049,1G60.0,Mycetoma of unknown or unspecified type
1050,1G60.1,Pythiosis
1051,1G60.2,Protothecosis
1052,1G60.3,Infection of peripheral nervous system
1053,1G60.Y,Other specified disorders of infectious origin not elsewhere classified
1055,1G80,Sequelae of tuberculosis
1056,1G81,Sequelae of trachoma
1057,1G82,Sequelae of leprosy
1058,1G83,Sequelae of poliomyelitis
1059,1G84,Sequelae of viral encephalitis
1060,1G85,Sequelae of diphtheria
1061,1G8Y,Sequelae of other specified infectious diseases
1062,1G8Z,Sequelae of unspecified infectious diseases
1063,1H0Z,"Infection, unspecified"
1066,2A00,Primary neoplasms of brain
1067,2A00.0,Gliomas of brain
1068,2A00.00,Glioblastoma of brain
1069,2A00.0Y,Other specified gliomas of brain
1070,2A00.0Z,"Gliomas of brain, unspecified"
1071,2A00.1,Embryonal tumours of brain
1072,2A00.10,Medulloblastoma of brain
